Gender,Hours Studied,Previous Scores,Extracurricular Activities,Tuition,Sleep Hours,Sample Question Papers Practiced,Performance Index
Male,9,61,No,No,5,8,61
Female,8,81,No,No,5,8,82
Male,2,49,Yes,No,7,3,30
Female,8,49,Yes,No,4,1,44
Male,7,91,No,No,8,1,82
Female,6,68,No,Yes,8,8,61
Male,1,55,No,No,4,8,32
Male,7,40,Yes,No,5,2,33
Female,7,56,No,No,8,4,50
Female,9,69,Yes,Yes,4,4,70
Male,1,65,Yes,No,4,1,42
Female,2,92,No,Yes,8,1,78
Male,9,85,Yes,No,7,9,88
Female,9,58,No,Yes,6,0,61
Female,6,92,No,No,7,1,85
Female,6,60,No,Yes,5,6,50
Female,4,56,Yes,No,7,0,41
Female,4,85,No,Yes,9,0,79
Female,5,79,Yes,No,6,8,68
Female,3,60,No,Yes,6,1,46
Female,1,92,No,No,4,3,72
Female,1,80,No,Yes,9,2,63
Female,7,79,No,No,5,3,71
Female,1,84,No,No,4,6,59
Female,1,88,Yes,Yes,7,9,74
Male,3,58,No,Yes,7,1,43
Male,4,46,No,Yes,8,1,33
Male,4,56,No,No,4,8,40
Female,2,40,Yes,Yes,9,5,24
Female,1,76,No,No,4,6,51
Female,3,96,No,Yes,4,4,83
Female,4,45,No,No,4,4,28
Male,3,65,No,Yes,6,3,47
Female,8,41,Yes,Yes,8,7,42
Female,1,98,No,Yes,5,6,80
Female,2,71,Yes,Yes,5,9,54
Male,7,96,Yes,No,5,1,86
Male,4,87,Yes,No,6,1,69
Female,8,93,Yes,Yes,8,5,95
Male,3,44,No,No,9,0,27
Male,6,76,No,No,8,6,66
Female,9,70,Yes,Yes,6,7,74
Female,1,51,Yes,No,9,9,31
Female,1,74,Yes,Yes,4,7,54
Male,8,69,No,No,7,2,62
Female,3,87,Yes,Yes,4,6,73
Male,5,45,Yes,No,5,0,29
Female,1,54,Yes,No,4,2,30
Male,5,54,Yes,No,6,5,40
Male,6,55,Yes,No,5,8,45
Male,8,59,No,No,7,4,54
Female,3,52,Yes,Yes,9,4,38
Male,3,83,No,Yes,9,8,72
Male,9,81,No,Yes,5,8,83
Male,4,85,No,Yes,4,5,71
Female,4,70,No,No,8,4,56
Male,7,73,No,Yes,8,9,72
Female,2,68,Yes,No,9,1,48
Male,8,42,No,Yes,8,7,44
Female,6,48,No,Yes,5,7,39
Male,3,50,Yes,No,8,6,38
Male,9,50,No,Yes,6,7,50
Female,5,64,Yes,Yes,9,2,55
Male,8,61,Yes,Yes,7,2,58
Female,7,81,Yes,Yes,8,1,79
Female,8,97,Yes,No,6,0,94
Male,7,85,Yes,No,6,2,78
Female,3,48,No,No,5,2,30
Female,2,59,Yes,No,9,6,48
Female,7,98,Yes,No,5,9,94
Female,3,60,No,Yes,7,8,44
Male,3,49,No,Yes,7,0,32
Female,2,61,No,Yes,4,7,44
Male,4,68,No,Yes,7,0,53
Female,8,48,Yes,No,9,2,48
Female,1,44,No,Yes,9,3,27
Female,1,79,Yes,Yes,5,7,59
Female,5,50,No,No,6,0,37
Female,5,40,No,No,4,1,23
Female,1,92,No,No,7,4,68
Female,6,81,No,Yes,6,5,75
Female,1,40,No,No,5,4,17
Female,5,97,Yes,Yes,8,2,90
Male,9,93,Yes,No,4,9,90
Male,5,78,Yes,Yes,9,6,72
Female,6,85,No,Yes,6,0,81
Female,8,44,Yes,No,5,1,43
Female,1,88,No,Yes,5,8,72
Male,2,61,No,No,4,3,35
Male,9,65,Yes,Yes,4,7,67
Female,3,92,Yes,Yes,7,8,82
Female,6,45,No,Yes,7,6,45
Male,5,71,No,No,9,0,61
Female,2,87,Yes,Yes,9,4,72
Female,7,50,No,Yes,4,5,43
Female,4,49,Yes,No,4,7,32
Female,1,86,Yes,No,6,9,67
Female,4,78,No,No,7,7,65
Female,6,94,No,Yes,5,8,88
Male,7,73,No,Yes,7,8,65
Female,7,70,No,No,7,3,67
Male,7,51,Yes,No,4,5,40
Female,3,90,No,Yes,4,2,78
Male,6,83,Yes,Yes,7,0,74
Female,8,55,Yes,No,8,5,53
Female,4,77,No,Yes,8,0,65
Male,8,42,Yes,No,9,8,40
Female,2,41,No,No,7,5,20
Male,9,91,No,No,8,0,89
Male,9,44,Yes,Yes,9,2,45
Male,8,50,Yes,No,9,0,44
Female,1,97,Yes,Yes,7,1,79
Male,2,64,No,Yes,9,5,47
Female,6,74,No,No,4,6,67
Male,5,74,Yes,Yes,4,0,64
Male,9,61,No,No,4,9,60
Female,5,76,No,No,5,4,61
Male,2,61,Yes,No,4,5,38
Female,4,94,No,No,4,3,77
Male,9,50,Yes,No,7,5,49
Male,1,71,Yes,No,8,4,48
Female,1,74,Yes,No,8,6,54
Male,7,70,No,Yes,4,3,60
Male,3,84,Yes,No,4,0,69
Male,2,92,Yes,No,4,1,74
Female,9,47,Yes,Yes,9,5,51
Female,3,59,Yes,Yes,7,9,45
Female,2,81,No,No,7,1,67
Male,8,73,Yes,Yes,7,4,74
Female,6,43,No,Yes,8,3,39
Male,6,57,Yes,No,5,6,44
Female,7,90,No,Yes,8,3,92
Female,7,43,No,Yes,7,6,39
Female,6,59,No,No,6,7,51
Male,4,97,No,No,5,6,84
Female,9,48,Yes,Yes,4,1,49
Female,6,55,Yes,No,9,0,48
Male,4,65,No,No,8,4,52
Male,3,77,No,Yes,9,6,60
Male,4,64,No,Yes,5,0,52
Male,3,43,Yes,No,6,7,28
Male,2,80,No,No,5,2,57
Male,5,98,No,Yes,8,6,92
Male,2,84,Yes,Yes,7,2,64
Male,6,80,Yes,Yes,4,3,69
Female,3,77,Yes,Yes,7,7,61
Male,6,92,Yes,No,7,1,83
Female,9,58,Yes,Yes,8,5,64
Male,1,53,Yes,No,7,9,28
Male,6,60,No,Yes,7,8,56
Male,9,54,No,Yes,8,9,55
Female,4,42,Yes,No,8,8,27
Male,2,76,No,No,6,4,52
Male,4,92,Yes,No,7,2,80
Male,1,89,No,Yes,5,5,69
Female,3,85,Yes,No,4,8,68
Female,9,55,Yes,No,9,5,57
Male,5,53,No,No,4,3,37
Male,6,48,No,Yes,8,4,36
Female,3,86,Yes,No,9,6,69
Male,5,46,Yes,No,8,9,34
Female,8,53,Yes,Yes,6,2,54
Male,6,45,Yes,Yes,7,8,38
Female,4,60,Yes,No,8,0,43
Female,2,54,Yes,No,8,7,39
Male,9,91,No,Yes,4,4,88
Female,1,47,No,Yes,7,9,28
Male,1,73,No,No,6,8,49
Male,4,79,No,No,8,1,68
Male,7,40,No,No,8,0,30
Female,1,71,Yes,No,8,9,51
Male,9,97,Yes,No,4,6,96
Female,4,88,No,No,8,9,74
Female,3,90,Yes,Yes,8,8,79
Female,1,44,No,No,4,4,19
Female,4,69,No,Yes,8,3,58
Male,9,61,Yes,No,7,3,58
Male,6,59,Yes,Yes,7,7,55
Male,6,55,No,Yes,4,0,45
Female,1,46,No,No,7,0,21
Male,2,46,No,No,9,7,21
Female,6,89,No,Yes,9,1,89
Male,2,89,Yes,Yes,9,9,73
Male,3,41,No,No,6,5,24
Female,4,86,Yes,No,8,1,76
Male,5,53,No,No,6,4,40
Male,9,70,No,No,7,2,70
Female,4,89,Yes,Yes,4,6,81
Female,9,80,Yes,Yes,9,8,84
Male,3,53,Yes,No,4,1,34
Female,8,44,Yes,No,6,6,42
Female,1,50,Yes,No,7,7,27
Female,9,79,No,Yes,8,9,86
Male,9,44,No,No,7,7,40
Female,2,68,No,No,9,6,51
Male,4,50,Yes,No,7,3,35
Male,8,44,Yes,No,4,3,36
Female,7,88,Yes,Yes,5,9,91
Female,1,93,No,Yes,9,8,78
Male,5,71,Yes,No,8,9,58
Male,7,75,No,Yes,9,8,75
Male,4,54,No,Yes,9,4,41
Male,1,58,No,Yes,8,6,36
Female,9,61,Yes,No,9,6,65
Male,5,73,No,Yes,4,8,64
Female,2,95,No,Yes,7,6,79
Male,8,56,No,No,4,7,53
Male,2,51,Yes,Yes,7,6,31
Male,3,64,No,No,5,3,47
Male,1,95,Yes,No,9,1,70
Male,2,56,Yes,No,5,2,34
Female,7,49,No,Yes,6,6,46
Female,2,67,No,No,7,8,50
Female,6,96,Yes,No,4,1,83
Female,3,57,No,Yes,4,6,40
Female,4,90,Yes,Yes,9,3,82
Male,8,57,Yes,No,4,6,53
Male,3,84,Yes,No,6,4,64
Male,6,71,No,Yes,8,6,67
Male,1,53,Yes,Yes,4,5,29
Male,7,95,Yes,Yes,9,1,93
Female,8,55,No,No,5,6,52
Male,8,89,No,No,4,4,80
Female,3,97,Yes,No,4,8,85
Female,1,57,Yes,No,4,0,32
Female,9,55,Yes,No,9,0,55
Female,6,56,No,Yes,8,1,50
Female,9,46,Yes,Yes,4,7,48
Female,7,51,Yes,Yes,8,8,51
Male,1,73,No,No,8,6,48
Male,1,49,No,No,6,0,22
Male,6,44,Yes,No,5,6,34
Male,5,60,No,No,4,7,46
Female,9,42,Yes,No,4,6,43
Male,2,58,Yes,No,4,4,35
Female,8,84,No,No,8,6,84
Female,5,83,Yes,Yes,7,9,74
Female,2,74,Yes,Yes,5,1,59
Male,6,45,No,Yes,9,8,38
Male,8,53,Yes,No,4,1,46
Female,4,43,No,No,7,1,29
Female,2,84,Yes,Yes,7,4,69
Male,5,90,No,No,7,7,79
Male,2,57,No,No,5,5,37
Female,2,68,No,Yes,7,8,52
Female,6,74,No,Yes,9,5,70
Female,9,91,No,Yes,4,4,99
Female,4,77,No,No,9,0,63
Male,6,55,Yes,Yes,4,7,46
Male,7,59,Yes,Yes,6,2,56
Male,6,63,No,No,8,1,54
Female,8,74,Yes,No,7,6,75
Male,4,83,No,Yes,9,1,69
Female,1,90,No,Yes,8,0,71
Female,7,58,Yes,No,8,1,53
Female,3,95,No,No,8,5,79
Male,6,43,Yes,No,8,1,33
Male,2,72,No,No,8,0,49
Female,9,41,No,No,4,0,42
Male,1,52,Yes,Yes,5,3,27
Female,6,97,No,No,7,7,94
Male,6,84,No,No,7,5,71
Male,5,69,No,Yes,4,3,61
Female,5,73,Yes,Yes,9,5,69
Female,1,69,Yes,Yes,4,5,48
Female,5,90,Yes,No,8,8,82
Male,2,93,Yes,Yes,5,3,76
Female,7,63,Yes,No,7,5,60
Female,3,87,No,Yes,9,9,76
Female,4,83,Yes,Yes,6,0,70
Female,3,72,Yes,No,4,6,57
Male,3,80,No,No,6,6,62
Male,4,88,No,No,7,0,74
Male,5,49,Yes,Yes,4,7,38
Female,1,57,No,Yes,7,4,38
Male,4,58,No,Yes,4,8,47
Female,8,46,No,No,9,7,45
Female,7,96,Yes,No,7,2,89
Female,9,58,No,Yes,6,0,57
Male,5,63,No,Yes,5,2,48
Male,4,54,Yes,No,9,1,37
Male,8,80,No,No,9,1,75
Male,9,81,No,Yes,4,3,83
Male,7,62,Yes,No,6,1,56
Female,7,91,Yes,No,7,7,83
Female,5,91,Yes,Yes,6,4,85
Female,4,43,No,No,9,0,28
Female,1,77,Yes,No,4,5,55
Male,7,43,Yes,No,6,6,40
Male,1,44,No,No,7,0,16
Female,1,80,No,No,8,2,59
Female,5,83,No,No,9,8,76
Female,9,62,No,No,5,6,62
Female,6,79,No,No,5,3,69
Male,3,92,Yes,No,9,5,74
Female,3,76,Yes,Yes,8,5,63
Female,7,50,Yes,Yes,4,2,47
Female,6,94,No,No,6,1,84
Male,9,50,Yes,No,6,4,49
Female,6,52,No,No,8,7,46
Female,5,53,No,Yes,8,2,41
Male,7,47,Yes,No,7,4,42
Female,1,64,Yes,Yes,7,2,50
Male,7,57,No,No,5,6,48
Female,3,90,No,No,4,5,75
Male,9,83,Yes,No,4,5,84
Female,6,83,Yes,No,8,0,77
Female,9,57,No,Yes,5,1,60
Female,5,49,No,No,5,5,34
Male,7,46,No,Yes,7,7,41
Male,4,89,No,Yes,6,4,76
Female,7,83,Yes,No,4,1,80
Female,1,53,Yes,Yes,5,4,31
Male,7,54,No,No,7,8,51
Male,8,55,No,Yes,7,5,57
Male,5,41,Yes,Yes,7,4,29
Female,2,69,No,No,6,9,48
Male,5,69,No,No,5,5,57
Female,6,57,No,Yes,8,8,52
Male,2,70,No,Yes,8,6,52
Male,6,83,No,No,7,9,76
Male,6,87,No,Yes,7,2,77
Male,1,52,Yes,No,6,9,30
Female,1,59,No,No,7,9,35
Male,3,88,Yes,Yes,9,4,71
Female,3,89,Yes,No,5,3,74
Male,4,74,Yes,No,7,4,60
Female,2,62,No,No,7,7,39
Male,9,81,No,No,5,5,80
Male,7,72,No,No,4,3,67
Male,7,77,Yes,No,9,4,71
Female,6,74,Yes,No,9,6,71
Female,3,90,No,Yes,8,7,78
Female,6,75,No,Yes,7,4,72
Female,8,59,Yes,No,5,1,50
Female,8,94,Yes,Yes,8,5,95
Female,9,42,Yes,Yes,6,8,52
Female,1,47,No,No,4,2,26
Female,1,79,Yes,No,7,6,57
Female,3,98,Yes,No,4,7,82
Male,3,71,Yes,Yes,7,5,54
Female,8,68,No,No,7,2,65
Female,1,46,No,Yes,7,0,22
Female,2,41,No,Yes,4,2,23
Male,2,60,Yes,Yes,9,5,42
Male,3,45,Yes,Yes,6,3,30
Male,6,67,Yes,No,9,0,56
Male,1,87,Yes,Yes,5,5,64
Female,2,81,No,Yes,5,0,65
Female,1,75,Yes,Yes,9,7,57
Female,5,71,Yes,No,6,2,59
Female,7,84,No,No,6,2,82
Male,8,81,Yes,No,7,0,80
Female,1,92,Yes,No,7,2,72
Male,7,85,Yes,No,5,6,78
Male,5,48,No,No,7,9,41
Female,1,50,Yes,Yes,7,7,35
Female,3,62,No,No,6,7,44
Female,7,89,Yes,No,4,2,85
Male,1,50,No,Yes,9,4,27
Male,7,88,No,No,8,0,82
Male,5,41,No,No,8,8,28
Female,1,42,Yes,No,7,7,19
Female,1,50,Yes,Yes,7,9,33
Male,1,89,No,No,9,1,63
Female,9,98,No,No,8,9,100
Female,3,74,Yes,Yes,6,0,61
Male,5,97,No,No,8,3,85
Female,9,54,Yes,Yes,8,8,59
Male,6,82,Yes,Yes,8,7,76
Male,9,50,No,No,7,2,47
Male,8,70,No,No,7,9,70
Male,8,67,Yes,No,9,5,66
Male,1,67,Yes,No,8,8,41
Male,9,71,Yes,No,7,9,69
Male,6,64,No,No,9,7,52
Female,9,59,Yes,No,8,9,61
Female,3,67,No,Yes,6,4,56
Female,3,64,No,No,7,8,47
Female,6,50,Yes,No,4,8,43
Female,9,58,No,No,9,2,61
Female,7,67,No,No,7,7,58
Female,3,40,No,Yes,6,3,24
Female,3,98,No,No,6,9,79
Male,2,44,Yes,No,7,6,21
Male,9,49,Yes,Yes,5,9,51
Male,3,81,No,Yes,9,7,63
Female,5,85,No,No,8,6,75
Female,9,73,No,Yes,8,4,74
Female,8,75,No,No,6,0,69
Female,2,41,No,Yes,7,7,27
Female,3,57,Yes,No,5,4,41
Male,2,52,Yes,Yes,9,2,31
Male,8,90,Yes,Yes,4,1,87
Female,6,44,Yes,Yes,8,2,39
Male,6,59,No,No,9,8,51
Male,9,41,No,No,9,1,41
Male,8,50,Yes,No,5,9,51
Female,4,69,Yes,No,9,0,56
Male,4,71,Yes,No,8,1,60
Female,9,71,No,No,7,1,69
Female,1,97,No,Yes,8,4,79
Male,2,89,No,Yes,4,0,67
Female,2,77,Yes,Yes,7,9,62
Male,6,94,Yes,Yes,6,7,88
Male,4,67,No,Yes,5,1,54
Female,3,49,No,Yes,8,5,37
Female,3,61,No,No,7,4,46
Female,3,94,Yes,No,9,1,81
Female,6,56,No,No,7,9,49
Female,8,61,No,No,8,0,58
Female,7,82,Yes,No,6,5,76
Female,4,58,No,Yes,8,5,47
Male,4,56,No,No,6,2,42
Female,2,63,No,Yes,9,7,47
Male,1,75,No,No,8,8,53
Female,9,71,Yes,Yes,7,2,78
Male,2,97,No,Yes,4,8,79
Male,8,95,Yes,Yes,4,7,94
Female,9,97,No,Yes,9,4,100
Male,4,85,Yes,No,7,5,70
Male,8,98,No,No,4,0,91
Male,9,91,No,No,9,4,94
Female,5,75,Yes,No,6,9,65
Male,7,67,No,No,7,9,61
Male,4,53,No,Yes,6,6,38
Male,1,97,Yes,No,7,0,68
Male,3,75,No,Yes,6,9,56
Female,5,45,No,No,6,8,32
Female,3,48,No,No,4,6,30
Female,7,60,No,No,7,3,55
Female,9,51,No,Yes,8,3,55
Female,6,97,Yes,No,4,9,88
Female,1,69,Yes,Yes,6,6,49
Female,7,70,No,No,6,5,71
Female,3,79,No,No,8,2,61
Male,5,95,Yes,No,8,8,85
Female,4,43,Yes,Yes,6,5,35
Male,5,70,Yes,No,8,1,58
Female,5,66,Yes,Yes,5,9,58
Male,6,97,Yes,Yes,4,1,86
Female,6,96,Yes,No,7,0,86
Male,8,64,No,Yes,8,4,62
Male,8,44,No,Yes,8,9,43
Male,9,45,No,Yes,5,5,45
Male,8,44,No,Yes,7,2,40
Female,2,90,No,No,5,3,69
Male,1,66,Yes,Yes,7,4,48
Female,2,47,Yes,Yes,4,3,27
Female,2,48,Yes,No,8,8,29
Female,3,54,Yes,No,4,2,33
Female,7,75,Yes,Yes,7,4,80
Male,2,96,Yes,No,8,6,72
Male,1,80,No,Yes,5,6,57
Male,6,46,No,No,6,5,39
Female,9,71,Yes,Yes,5,8,78
Male,3,47,No,Yes,6,6,31
Male,6,86,Yes,Yes,5,3,79
Female,3,90,No,Yes,7,9,76
Female,1,54,Yes,Yes,4,8,31
Female,5,76,Yes,Yes,6,5,67
Female,4,58,No,No,7,0,42
Male,7,78,Yes,No,4,8,72
Female,6,45,No,No,4,6,35
Female,7,98,No,No,8,5,98
Female,5,58,Yes,No,8,5,49
Female,4,96,Yes,Yes,8,3,83
Female,7,67,Yes,Yes,6,3,62
Female,7,56,No,Yes,6,2,52
Male,6,81,No,Yes,4,7,71
Female,8,58,Yes,No,6,7,56
Female,4,70,Yes,No,4,1,57
Male,5,50,Yes,Yes,7,4,41
Male,4,54,Yes,No,5,8,36
Female,1,49,Yes,No,4,8,29
Female,8,82,Yes,No,4,6,79
Female,1,62,Yes,Yes,7,3,43
Male,5,42,No,Yes,8,3,30
Female,6,42,No,Yes,9,9,39
Male,6,57,Yes,No,8,6,49
Male,5,64,Yes,Yes,8,2,57
Female,3,82,No,No,4,2,63
Female,5,59,Yes,No,4,4,47
Male,8,97,No,No,6,5,93
Male,2,68,No,Yes,6,7,50
Male,6,61,Yes,No,5,0,52
Male,9,89,No,No,5,6,85
Female,8,96,No,Yes,9,7,100
Female,8,54,Yes,Yes,6,4,56
Male,8,78,Yes,No,4,9,73
Male,7,49,No,Yes,7,1,44
Male,8,60,Yes,No,6,3,55
Male,6,94,No,No,4,5,84
Male,2,91,No,Yes,6,8,72
Male,2,68,No,No,8,1,44
Female,8,71,No,Yes,6,3,72
Female,1,49,No,Yes,9,9,33
Female,6,52,No,No,8,4,42
Male,6,86,Yes,No,4,7,78
Female,4,62,Yes,No,8,7,50
Female,3,89,Yes,No,6,1,72
Male,3,62,Yes,Yes,8,5,47
Male,1,70,No,No,9,5,44
Male,3,43,No,Yes,7,4,27
Female,4,91,No,Yes,8,7,81
Female,5,88,No,No,9,9,80
Female,3,42,No,Yes,8,1,28
Female,6,60,Yes,Yes,5,1,53
Male,5,92,Yes,No,7,6,78
Female,3,41,Yes,No,4,8,20
Female,6,43,No,Yes,9,2,37
Female,6,40,No,No,8,6,27
Male,8,54,Yes,Yes,7,2,49
Male,2,96,No,No,4,5,75
Male,1,72,No,No,7,2,45
Male,4,45,Yes,No,9,0,31
Female,7,46,No,No,5,5,41
Male,3,58,Yes,Yes,9,2,41
Male,3,83,Yes,Yes,9,0,70
Male,5,40,Yes,No,4,4,28
Male,5,78,Yes,No,4,7,62
Female,3,58,No,No,8,7,44
Male,9,84,No,No,6,7,81
Male,4,65,No,Yes,9,2,49
Female,3,83,Yes,No,4,7,67
Female,2,51,No,No,9,3,33
Male,9,61,Yes,Yes,9,7,64
Male,4,52,No,No,4,2,38
Male,3,67,No,No,5,2,48
Female,7,53,Yes,No,5,0,46
Female,8,61,No,No,9,7,61
Male,2,69,Yes,No,5,7,54
Female,7,83,Yes,No,9,8,82
Female,5,59,No,Yes,8,5,55
Female,5,83,No,No,4,1,73
Female,3,66,No,No,9,0,47
Female,5,77,No,Yes,5,7,67
Female,2,98,Yes,Yes,5,9,83
Male,4,81,Yes,No,7,3,65
Male,6,91,No,No,7,6,82
Male,1,95,No,No,5,9,73
Female,4,80,No,Yes,8,3,72
Male,6,73,Yes,Yes,6,0,62
Male,9,78,No,No,9,7,76
Female,2,80,Yes,No,7,9,66
Female,7,96,No,Yes,9,8,98
Male,6,83,No,No,7,9,71
Female,2,76,Yes,No,4,8,56
Female,8,40,Yes,Yes,4,8,36
Female,7,93,No,Yes,5,3,93
Male,5,54,Yes,No,4,8,42
Male,5,71,Yes,No,4,3,56
Male,7,47,No,Yes,6,1,41
Female,9,72,Yes,No,8,9,76
Male,9,57,Yes,No,5,2,57
Male,9,84,No,No,6,1,82
Female,6,68,No,Yes,5,0,63
Male,6,71,Yes,No,8,5,63
Female,3,72,No,No,5,3,57
Female,1,44,Yes,No,9,6,27
Female,7,57,Yes,No,9,6,52
Female,4,87,Yes,No,9,9,76
Male,1,97,No,No,4,0,71
Male,8,49,Yes,No,8,8,44
Female,6,75,Yes,No,6,7,67
Female,6,72,Yes,Yes,6,9,68
Female,2,62,No,Yes,7,0,45
Male,1,79,No,No,6,7,54
Male,2,44,No,Yes,9,4,25
Male,4,73,Yes,Yes,9,0,61
Male,2,63,Yes,No,7,3,40
Male,1,56,No,No,4,6,31
Female,7,70,Yes,No,6,4,63
Male,8,46,Yes,No,8,2,42
Male,6,56,Yes,No,7,3,49
Male,4,67,Yes,No,6,1,50
Male,6,77,No,No,4,7,68
Male,3,61,No,Yes,8,1,42
Male,8,54,No,Yes,8,5,52
Male,2,76,Yes,No,4,6,55
Female,5,54,Yes,Yes,6,6,41
Female,1,89,No,No,5,0,67
Male,6,89,No,No,6,7,79
Female,2,64,No,Yes,7,8,48
Male,4,92,Yes,Yes,7,6,83
Female,6,60,No,No,6,7,49
Female,8,94,Yes,Yes,9,3,98
Male,8,77,No,No,7,7,75
Male,6,41,Yes,Yes,5,2,31
Female,4,66,Yes,No,9,0,49
Male,8,88,No,Yes,5,7,87
Male,8,71,Yes,Yes,8,5,72
Female,1,60,Yes,Yes,7,8,45
Female,4,43,No,Yes,9,2,29
Male,4,83,No,No,6,7,67
Female,7,58,No,Yes,9,8,62
Male,7,41,Yes,No,8,8,35
Female,8,65,Yes,Yes,5,6,66
Female,5,73,No,No,8,9,65
Male,7,53,No,No,4,2,43
Male,8,54,Yes,Yes,7,2,52
Female,9,59,No,No,6,1,58
Male,3,73,No,No,5,0,55
Female,3,75,Yes,No,8,1,61
Female,4,58,Yes,No,6,4,45
Male,5,48,No,No,7,0,30
Male,1,46,Yes,Yes,6,9,24
Male,7,69,Yes,No,7,3,66
Male,9,52,No,No,7,9,49
Female,8,66,No,Yes,7,9,68
Male,5,83,No,Yes,8,0,73
Female,4,74,Yes,No,7,9,59
Female,7,52,No,No,6,7,45
Male,5,54,Yes,No,4,4,36
Male,7,85,No,No,6,9,75
Male,1,95,Yes,No,8,3,73
Male,1,48,Yes,No,7,2,22
Female,3,84,No,No,4,8,71
Female,2,62,Yes,No,8,5,46
Male,2,93,No,Yes,5,0,73
Male,7,75,No,Yes,5,7,72
Female,2,92,Yes,No,5,9,69
Male,4,79,Yes,No,4,1,61
Male,2,42,Yes,No,6,8,23
Male,6,73,No,Yes,4,6,62
Male,8,58,No,No,4,2,53
Male,4,67,No,No,4,3,50
Female,5,62,No,Yes,5,2,49
Female,4,79,No,Yes,9,5,73
Male,3,88,No,No,6,8,72
Female,5,84,Yes,Yes,9,9,80
Female,9,46,No,No,9,8,45
Male,8,80,No,No,4,0,72
Female,8,51,No,No,6,9,49
Male,8,53,No,No,9,5,52
Female,8,85,Yes,No,7,0,83
Female,7,54,Yes,No,4,3,48
Male,8,42,Yes,No,4,6,35
Male,8,54,No,Yes,4,3,54
Female,8,90,No,No,7,8,87
Female,7,63,No,Yes,7,9,62
Male,1,91,Yes,No,5,4,69
Male,4,85,No,Yes,8,8,72
Male,4,47,No,No,6,0,29
Male,5,44,Yes,No,8,3,29
Female,6,90,Yes,No,4,6,79
Male,4,43,No,Yes,9,1,27
Female,2,53,Yes,No,4,8,37
Male,6,55,No,No,9,2,42
Female,8,59,No,Yes,5,3,57
Male,8,63,Yes,Yes,8,3,59
Female,7,45,No,Yes,4,7,40
Female,6,94,Yes,Yes,8,1,90
Female,2,96,Yes,No,5,4,77
Female,7,70,No,No,8,1,68
Female,5,45,Yes,Yes,9,5,41
Male,6,74,No,No,6,8,65
Male,8,54,No,Yes,5,8,53
Male,8,68,Yes,Yes,8,0,63
Male,3,42,Yes,No,4,3,22
Female,7,50,Yes,Yes,7,3,51
Male,1,42,No,Yes,7,0,23
Male,1,67,No,Yes,5,9,48
Female,7,49,No,No,7,1,42
Male,9,89,No,Yes,6,5,92
Female,7,72,No,Yes,5,9,68
Female,5,87,No,No,4,2,78
Female,8,55,No,No,4,8,50
Male,2,98,Yes,No,5,2,74
Male,9,49,No,Yes,7,2,52
Male,6,72,No,Yes,7,8,65
Female,9,75,Yes,Yes,4,2,79
Female,2,42,No,No,6,5,24
Male,3,44,No,No,9,5,23
Female,8,51,Yes,No,7,0,48
Female,1,96,No,No,6,6,73
Female,7,83,Yes,Yes,7,8,78
Female,7,52,No,No,9,8,48
Male,1,63,No,Yes,5,8,40
Male,9,83,Yes,Yes,8,1,86
Female,8,96,Yes,No,4,0,95
Female,4,71,No,Yes,5,5,58
Female,5,55,No,Yes,7,5,45
Female,2,71,Yes,No,9,3,53
Male,9,84,No,No,4,7,82
Female,6,76,Yes,No,8,4,70
Female,3,95,Yes,Yes,8,6,88
Female,7,75,Yes,No,9,8,75
Female,9,60,No,Yes,9,0,64
Male,3,86,No,Yes,7,8,76
Female,2,51,No,Yes,4,3,35
Male,7,90,Yes,No,7,6,86
Female,7,60,No,No,8,3,59
Male,4,90,Yes,No,5,3,75
Male,9,60,Yes,No,5,3,58
Female,8,82,No,Yes,6,5,83
Male,1,92,No,No,8,4,68
Male,1,45,Yes,No,8,1,19
Female,5,48,No,No,7,8,35
Male,6,40,Yes,Yes,6,5,35
Female,3,51,No,No,9,9,39
Male,9,97,Yes,No,6,5,95
Female,6,53,No,Yes,4,8,47
Male,4,45,Yes,Yes,7,0,30
Male,7,40,No,Yes,9,6,37
Female,8,61,Yes,No,9,2,61
Female,9,73,Yes,Yes,5,3,75
Male,6,95,Yes,No,4,0,83
Male,6,50,Yes,No,6,2,39
Male,8,42,Yes,No,5,6,36
Male,5,81,Yes,No,8,5,70
Female,3,45,No,No,7,0,23
Male,3,45,Yes,No,6,8,27
Female,6,59,Yes,No,8,3,55
Female,2,60,No,No,9,6,43
Male,6,41,No,No,6,3,27
Female,6,65,Yes,Yes,5,6,58
Female,8,70,No,Yes,4,4,68
Female,7,65,No,No,5,0,57
Male,8,95,Yes,No,7,3,93
Female,9,71,Yes,No,7,2,70
Female,6,49,No,No,6,5,42
Female,3,62,No,Yes,5,5,47
Female,3,97,No,Yes,4,0,83
Female,1,45,No,No,9,1,24
Female,5,62,No,No,7,1,52
Male,4,67,No,No,4,9,54
Female,9,88,Yes,Yes,8,3,96
Male,9,69,No,Yes,6,8,69
Female,5,53,Yes,Yes,4,1,48
Female,4,76,Yes,Yes,6,7,67
Female,7,94,No,Yes,8,0,93
Male,6,71,Yes,No,4,7,62
Male,4,88,No,No,4,2,68
Male,2,73,Yes,No,9,4,57
Female,1,80,No,No,8,0,59
Male,4,83,Yes,No,5,0,69
Female,4,90,No,No,4,5,76
Female,1,61,Yes,No,9,2,38
Female,6,70,No,No,4,7,63
Female,4,46,Yes,No,9,3,32
